
% experiment 1, subject 1

% 03-Jul-2013 11:39:52
% trial matchtrial target_interval randseed randnseed signal_contrast response correct rt 
   1	  -1	2	  41402990	  82803890	0.41754	2	1	0.454	
   2	  -1	2	   5793494	  11584894	0.41754	2	1	0.001	
   3	  -1	1	  24340897	  48679697	0.32118	1	1	0.345	
   4	  -1	1	  75557001	 151111901	0.32118	1	1	0.213	
   5	  -1	2	  16128204	  32254304	0.24706	2	1	0.969	
   6	  -1	1	  31502008	  63001908	0.24706	1	1	0.279	
   7	  -1	2	  76085312	 152168512	0.19005	2	1	0.300	
   8	  -1	2	  24648315	  49294515	0.19005	2	1	0.336	
   9	  -1	1	  77258619	 154515119	0.14619	1	1	0.373	
  10	  -1	2	  32530622	  65059122	0.14619	1	0	0.765	
  11	  -1	2	  27896326	  55790526	0.19005	2	1	0.102	
  12	  -1	1	  56369630	 112737130	0.19005	1	1	0.298	
  13	  -1	1	   4941033	   9879933	0.14619	1	1	0.262	
  14	  -1	1	  49535877	  99069677	0.14619	1	1	0.202	
  15	  -1	2	  88751081	 177500081	0.11246	2	1	0.256	
  16	  -1	1	  33342184	  66682284	0.11246	1	1	0.168	
  17	  -1	2	  68551588	 137101088	0.08650	2	1	0.185	
  18	  -1	2	   5086091	  10170091	0.08650	2	1	0.285	
  19	  -1	1	  52364495	 104726895	0.06654	1	1	0.246	
  20	  -1	2	  95566698	 191131298	0.06654	2	1	0.151	
  21	  -1	1	  29499401	  58996701	0.05119	1	1	0.150	
  22	  -1	2	  63378905	 126755705	0.05119	2	1	0.341	
  23	  -1	2	  15940108	  31878108	0.03937	2	1	0.353	
  24	  -1	2	  69897812	 139793512	0.03937	2	1	0.144	
  25	  -1	1	   2412415	   4822715	0.03029	2	0	0.076	
  26	  -1	1	  28346518	  56690918	0.03937	1	1	0.236	
  27	  -1	1	  70222022	 140441922	0.03937	1	1	0.607	
  28	  -1	1	  48201325	  96400525	0.03029	2	0	0.184	
  29	  -1	2	  84760129	 169518129	0.03937	2	1	0.340	
  30	  -1	1	  37320132	  74638132	0.03937	1	1	0.334	
  31	  -1	1	  88551577	 177101077	0.03029	1	1	0.273	
  32	  -1	1	  34487880	  68973680	0.03029	1	1	0.189	
  33	  -1	1	  71054084	 142106084	0.02330	2	0	0.416	
  34	  -1	2	  30324087	  60646087	0.03029	2	1	0.165	
  35	  -1	1	  65522391	 131042691	0.03029	2	0	0.286	
  36	  -1	2	  12791994	  25581894	0.03937	2	1	0.159	
  37	  -1	1	  48013597	  96025097	0.03937	1	1	0.185	
  38	  -1	2	  84571801	 169141501	0.03029	1	0	0.351	
  39	  -1	1	  39876404	  79750704	0.03937	1	1	1.606	
  40	  -1	1	  19255609	  38509109	0.03937	1	1	0.438	
  41	  -1	2	  81208913	 162415713	0.03029	2	1	0.533	
  42	  -1	1	  52519317	 105036517	0.03029	1	1	0.501	
  43	  -1	1	  21094120	  42186120	0.02330	1	1	0.361	
  44	  -1	1	  75031524	 150060924	0.02330	1	1	0.159	
  45	  -1	1	  10244127	  20486127	0.01792	2	0	0.193	
  46	  -1	1	  48204530	  96406930	0.02330	1	1	0.432	
  47	  -1	1	  10059934	  20117734	0.02330	1	1	0.358	
  48	  -1	2	  64047879	 128093679	0.01792	2	1	0.572	
  49	  -1	2	  39320582	  78639082	0.01792	1	0	0.598	
  50	  -1	2	  17272186	  34542286	0.02330	1	0	0.332	
  51	  -1	1	  68541490	 137080890	0.03029	1	1	0.317	
  52	  -1	1	  18408393	  36814693	0.03029	1	1	0.369	
  53	  -1	1	  72369397	 144736697	0.02330	1	1	0.274	
  54	  -1	1	  18239300	  36476500	0.02330	1	1	0.426	
  55	  -1	1	  78867104	 157732104	0.01792	2	0	0.181	
  56	  -1	1	  15441707	  30881307	0.02330	1	1	0.462	
  57	  -1	2	  78694111	 157386111	0.02330	2	1	0.562	
  58	  -1	1	  54913515	 109824915	0.01792	1	1	0.202	
  59	  -1	2	  93219318	 186436518	0.01792	2	1	0.524	
  60	  -1	1	  64507822	 129013522	0.01379	1	1	0.333	
  61	  -1	2	  17088325	  34174525	0.01379	1	0	0.282	
  62	  -1	1	  64372129	 128742129	0.01792	1	1	0.344	
  63	  -1	2	  15589032	  31175932	0.01792	1	0	0.438	
  64	  -1	1	  78875436	 157748736	0.02330	1	1	0.701	
  65	  -1	1	  67494481	 134986881	0.02330	1	1	0.512	
  66	  -1	2	  37456584	  74911084	0.01792	2	1	0.599	
  67	  -1	1	  15385788	  30769488	0.01792	1	1	0.437	
  68	  -1	1	  77346492	 154690892	0.01379	1	1	0.276	
  69	  -1	2	  23226195	  46450295	0.01379	1	0	0.410	
  70	  -1	1	  82539899	 165077699	0.01792	1	1	0.340	
  71	  -1	2	  35103502	  70204902	0.01792	2	1	0.199	
  72	  -1	1	  73024406	 146046706	0.01379	1	1	0.215	
  73	  -1	2	  13561009	  27119909	0.01379	2	1	0.113	
  74	  -1	2	  43465912	  86929712	0.01060	1	0	0.354	
  75	  -1	2	  97389916	 194777716	0.01379	2	1	0.055	
  76	  -1	2	  21908019	  43813919	0.01379	2	1	0.019	
  77	  -1	2	  42465222	  84928322	0.01060	2	1	0.176	
  78	  -1	2	  78998626	 157995126	0.01060	2	1	0.140	
  79	  -1	1	  11541029	  23079929	0.00816	1	1	0.613	
  80	  -1	2	  89510733	 179019333	0.00816	2	1	0.238	
  81	  -1	2	  31391336	  62780536	0.00627	2	1	0.406	
  82	  -1	2	  90674381	 181346681	0.00627	2	1	0.102	
  83	  -1	1	  19224184	  38446284	0.00483	1	1	0.339	
  84	  -1	2	  71838788	 143675488	0.00483	2	1	0.347	
  85	  -1	2	  23040391	  46078691	0.00371	1	0	0.369	
  86	  -1	2	  78363495	 156724895	0.00483	1	0	0.280	
  87	  -1	1	  25579298	  51156498	0.00627	2	0	0.223	
  88	  -1	1	  64832202	 129662302	0.00816	1	1	0.363	
  89	  -1	1	  20035705	  40069305	0.00816	2	0	0.268	
  90	  -1	1	  65997709	 131993309	0.01060	2	0	0.432	
  91	  -1	2	  26553212	  53104312	0.01379	1	0	0.151	
  92	  -1	1	  60505916	 121009716	0.01792	2	0	0.270	
  93	  -1	2	   6407319	  12812519	0.02330	2	1	1.275	
  94	  -1	2	  51124324	 102246524	0.02330	2	1	0.615	
  95	  -1	1	  31733127	  63464127	0.01792	1	1	0.376	
  96	  -1	1	  86996831	 173991531	0.01792	2	0	0.220	
