
% 02-Mar-2015 14:08:31
% trial matchtrial target_interval randseed randnseed signal_contrast response correct rt 
   1	  -1	2	  99972785	 199943485	0.42688	2	1	1.684	
   2	  -1	2	   3284090	   6566090	0.42688	2	1	0.209	
   3	  -1	2	  37860193	  75718293	0.30491	2	1	0.272	
   4	  -1	2	  79126097	 158250097	0.30491	2	1	0.191	
   5	  -1	2	  12351200	  24700300	0.21780	2	1	0.110	
   6	  -1	2	  37555244	  75108444	0.21780	2	1	0.221	
   7	  -1	2	  73460248	 146918448	0.15557	2	1	0.149	
   8	  -1	1	   2698151	   5394251	0.15557	1	1	0.197	
   9	  -1	1	  35945454	  71888854	0.11112	1	1	0.162	
  10	  -1	2	  66497858	 132993658	0.11112	2	1	0.344	
  11	  -1	1	  14354661	  28707261	0.07937	1	1	0.161	
  12	  -1	1	  44936864	  89871664	0.07937	1	1	0.162	
  13	  -1	2	  75491768	 150981468	0.05669	2	1	0.749	
  14	  -1	1	  64721172	 129440272	0.05669	1	1	0.189	
  15	  -1	1	  97944575	 195887075	0.04050	1	1	0.379	
  16	  -1	2	  49824378	  99646678	0.04050	2	1	0.560	
  17	  -1	2	  20400382	  40798682	0.02893	1	0	0.725	
  18	  -1	1	   7009086	  14016086	0.04050	1	1	1.585	
  19	  -1	1	  80130191	 160258291	0.04050	2	0	0.488	
  20	  -1	2	  42657494	  85312894	0.05669	1	0	0.754	
  21	  -1	2	  31902198	  63802298	0.07937	2	1	0.720	
  22	  -1	1	  18451702	  36901302	0.07937	1	1	0.242	
  23	  -1	2	  57010947	 114019847	0.05669	1	0	0.424	
  24	  -1	1	  12877050	  25752050	0.07937	1	1	1.996	
  25	  -1	2	  26071555	  52141055	0.07937	1	0	2.073	
  26	  -1	2	  47245460	  94488860	0.11112	2	1	0.529	
  27	  -1	2	  13757764	  27513464	0.11112	2	1	0.217	
  28	  -1	2	  49670267	  99338467	0.07937	1	0	0.514	
  29	  -1	2	  14889171	  29776271	0.11112	2	1	0.135	
  30	  -1	2	  42800274	  85598474	0.11112	2	1	0.219	
  31	  -1	2	  78718578	 157435078	0.07937	2	1	0.202	
  32	  -1	2	  13256981	  26511881	0.07937	1	0	0.750	
  33	  -1	2	   2476785	   4951485	0.11112	2	1	0.659	
  34	  -1	2	  82361689	 164721289	0.11112	2	1	0.316	
  35	  -1	1	  27581392	  55160692	0.07937	1	1	0.262	
  36	  -1	1	  67476796	 134951496	0.07937	2	0	0.237	
  37	  -1	2	   4705299	   9408499	0.11112	2	1	1.635	
  38	  -1	2	  81891004	 163779904	0.11112	1	0	3.220	
  39	  -1	1	  17678651	  35355251	0.15557	1	1	0.452	
  40	  -1	2	  77561155	 155120255	0.15557	2	1	0.803	
  41	  -1	1	  72137259	 144272459	0.11112	2	0	0.771	
  42	  -1	2	  62630363	 125258663	0.15557	2	1	0.230	
  43	  -1	1	  99905066	 199808066	0.15557	1	1	0.243	
  44	  -1	1	  38465169	  76928269	0.11112	1	1	0.651	
  45	  -1	1	  16997373	  33992673	0.11112	1	1	0.151	
  46	  -1	2	  46235976	  92469876	0.07937	1	0	0.222	
  47	  -1	2	  82137980	 164273880	0.11112	2	1	0.002	
  48	  -1	1	  96682783	 193363483	0.11112	2	0	0.343	
  49	  -1	1	  44592386	  89182686	0.15557	1	1	2.558	
  50	  -1	2	  15075792	  30149492	0.15557	2	1	0.409	
  51	  -1	2	  76096170	 152190270	0.11112	2	1	1.224	
  52	  -1	2	   3167974	   6333874	0.11112	2	1	0.144	
  53	  -1	1	  31031177	  62060277	0.07937	1	1	0.194	
  54	  -1	1	  64270981	 128539881	0.07937	1	1	0.194	
  55	  -1	1	  97524584	 195047084	0.05669	1	1	1.248	
  56	  -1	1	  36051488	  72100888	0.05669	1	1	0.138	
  57	  -1	1	  63958392	 127914692	0.04050	2	0	0.762	
  58	  -1	2	  54471496	 108940896	0.05669	2	1	0.333	
  59	  -1	2	   2369699	   4737299	0.05669	2	1	0.060	
  60	  -1	2	  22270902	  44539702	0.04050	1	0	0.002	
  61	  -1	2	  36862505	  73722905	0.05669	2	1	0.002	
  62	  -1	2	  51430650	 102859250	0.05669	2	1	0.405	
  63	  -1	2	   5976853	  11951653	0.04050	2	1	0.266	
  64	  -1	2	  47201156	  94400256	0.04050	2	1	0.512	
  65	  -1	1	  12415760	  24829460	0.02893	2	0	0.099	
  66	  -1	1	  36330063	  72658063	0.04050	1	1	0.002	
  67	  -1	2	  50887167	 101772267	0.04050	1	0	2.703	
  68	  -1	1	  34699972	  69397872	0.05669	1	1	0.264	
  69	  -1	2	  74601676	 149201276	0.05669	2	1	0.240	
  70	  -1	2	  13161079	  26320079	0.04050	2	1	0.320	
  71	  -1	1	  59703283	 119404483	0.04050	1	1	2.839	
  72	  -1	1	  58196789	 116391489	0.02893	1	1	0.342	
  73	  -1	1	   6095392	  12188692	0.02893	1	1	0.834	
  74	  -1	2	   3309496	   6616896	0.02066	2	1	0.137	
  75	  -1	1	  31209499	  62416899	0.02066	2	0	0.345	
  76	  -1	2	  80427903	 160853703	0.02893	2	1	1.186	
  77	  -1	1	  13651248	  27300448	0.02893	1	1	1.274	
  78	  -1	1	  54820853	 109639653	0.02066	2	0	1.341	
  79	  -1	1	   2667757	   5333457	0.02893	1	1	0.024	
